Training Session ID,Training Name,Training Type,Duration Hours
1871,Financial Compliance,Compliance,2
1872,Advanced Excel,Technical,40
1873,Workplace Safety,Compliance,16
1874,Project Management Software Training,Technical,16
1875,Financial Compliance,Compliance,40
1876,Problem Solving,Skill Development,8
1877,Conflict Resolution,Leadership,8
1878,Financial Compliance,Compliance,60
1879,Code of Conduct,Compliance,16
1880,Team Building,Leadership,40
1881,Cybersecurity Basics,Technical,16
1882,Project Management Software Training,Technical,16
1883,Cloud Computing Essentials,Technical,40
1884,Data Analysis with Python,Technical,60
1885,Cloud Computing Essentials,Technical,40
1886,Leadership Essentials,Leadership,40
1887,Emotional Intelligence,Leadership,16
1888,Communication Skills,Skill Development,2
1889,Code of Conduct,Compliance,16
1890,Workplace Safety,Compliance,16
1891,Time Management,Skill Development,8
1892,Time Management,Skill Development,4
1893,Conflict Resolution,Leadership,32
1894,Code of Conduct,Compliance,2
1895,Financial Compliance,Compliance,2
1896,Financial Compliance,Compliance,16
1897,Diversity and Inclusion,Compliance,40
1898,Advanced Excel,Technical,4
1899,Team Building,Leadership,2
1900,Strategic Planning,Leadership,8
1901,SQL for Data Management,Technical,40
1902,Leadership Essentials,Leadership,60
1903,Coaching and Mentoring,Leadership,8
1904,Leadership Essentials,Leadership,40
1905,Data Analysis with Python,Technical,40
1906,Problem Solving,Skill Development,32
1907,Data Analysis with Python,Technical,16
1908,Code of Conduct,Compliance,4
1909,Creative Thinking,Skill Development,8
1910,Customer Service Excellence,Skill Development,4
1911,Financial Compliance,Compliance,8
1912,Cloud Computing Essentials,Technical,8
1913,Workplace Safety,Compliance,2
1914,Data Analysis with Python,Technical,4
1915,Strategic Planning,Leadership,8
1916,SQL for Data Management,Technical,60
1917,Project Management Software Training,Technical,40
1918,Time Management,Skill Development,60
1919,Code of Conduct,Compliance,4
1920,Financial Compliance,Compliance,32
1921,Team Building,Leadership,8
1922,Cybersecurity Basics,Technical,2
1923,Data Privacy and Security,Compliance,2
1924,Coaching and Mentoring,Leadership,60
1925,Code of Conduct,Compliance,4
1926,Strategic Planning,Leadership,16
1927,Emotional Intelligence,Leadership,8
1928,Advanced Excel,Technical,32
1929,Team Building,Leadership,16
1930,Communication Skills,Skill Development,32
1931,Anti-Harassment Training,Compliance,16
1932,Negotiation Skills,Skill Development,60
1933,Customer Service Excellence,Skill Development,4
1934,Diversity and Inclusion,Compliance,2
1935,Team Building,Leadership,32
1936,Financial Compliance,Compliance,8
1937,Workplace Safety,Compliance,60
1938,Anti-Harassment Training,Compliance,8
1939,Workplace Safety,Compliance,2
1940,Communication Skills,Skill Development,8
1941,Communication Skills,Skill Development,60
1942,Conflict Resolution,Leadership,8
1943,Data Analysis with Python,Technical,4
1944,Negotiation Skills,Skill Development,32
1945,Strategic Planning,Leadership,2
1946,Creative Thinking,Skill Development,16
1947,Workplace Safety,Compliance,2
1948,Time Management,Skill Development,2
1949,Anti-Harassment Training,Compliance,60
1950,Emotional Intelligence,Leadership,8
1951,Diversity and Inclusion,Compliance,40
1952,Negotiation Skills,Skill Development,40
1953,Diversity and Inclusion,Compliance,4
1954,Conflict Resolution,Leadership,2
1955,Advanced Excel,Technical,2
1956,Customer Service Excellence,Skill Development,32
1957,Diversity and Inclusion,Compliance,60
1958,Conflict Resolution,Leadership,16
1959,Conflict Resolution,Leadership,2
1960,Cybersecurity Basics,Technical,4
1961,Financial Compliance,Compliance,32
1962,Customer Service Excellence,Skill Development,60
1963,Strategic Planning,Leadership,16
1964,Negotiation Skills,Skill Development,32
1965,Problem Solving,Skill Development,8
1966,Problem Solving,Skill Development,4
1967,Emotional Intelligence,Leadership,2
1968,Cybersecurity Basics,Technical,2
1969,Code of Conduct,Compliance,32
1970,Cybersecurity Basics,Technical,32
1971,Conflict Resolution,Leadership,60
1972,Negotiation Skills,Skill Development,40
1973,Time Management,Skill Development,8
1974,Financial Compliance,Compliance,60
1975,Coaching and Mentoring,Leadership,8
1976,Diversity and Inclusion,Compliance,40
1977,Negotiation Skills,Skill Development,2
1978,Data Analysis with Python,Technical,2
1979,Coaching and Mentoring,Leadership,32
1980,Financial Compliance,Compliance,60
1981,Workplace Safety,Compliance,2
1982,Leadership Essentials,Leadership,2
1983,Data Analysis with Python,Technical,40
1984,Advanced Excel,Technical,8
1985,Financial Compliance,Compliance,60
1986,Leadership Essentials,Leadership,2
1987,Financial Compliance,Compliance,16
1988,Code of Conduct,Compliance,8
1989,Workplace Safety,Compliance,16
1990,Anti-Harassment Training,Compliance,60
1991,Cybersecurity Basics,Technical,2
1992,Workplace Safety,Compliance,2
1993,Conflict Resolution,Leadership,32
1994,Leadership Essentials,Leadership,4
1995,Customer Service Excellence,Skill Development,16
1996,Anti-Harassment Training,Compliance,32
1997,SQL for Data Management,Technical,32
1998,Cloud Computing Essentials,Technical,40
1999,Time Management,Skill Development,16
2000,Advanced Excel,Technical,16
2001,Project Management Software Training,Technical,16
2002,Cybersecurity Basics,Technical,8
2003,Advanced Excel,Technical,40
2004,Cloud Computing Essentials,Technical,40
2005,Financial Compliance,Compliance,2
2006,Leadership Essentials,Leadership,8
2007,Financial Compliance,Compliance,40
2008,Diversity and Inclusion,Compliance,32
2009,Problem Solving,Skill Development,40
2010,Problem Solving,Skill Development,40
2011,Negotiation Skills,Skill Development,32
2012,Financial Compliance,Compliance,4
2013,Creative Thinking,Skill Development,60
2014,Emotional Intelligence,Leadership,60
2015,Team Building,Leadership,4
2016,Project Management Software Training,Technical,32
2017,Project Management Software Training,Technical,8
2018,Financial Compliance,Compliance,8
2019,Code of Conduct,Compliance,40
2020,Project Management Software Training,Technical,4
2021,Problem Solving,Skill Development,4
2022,Cloud Computing Essentials,Technical,60
2023,Code of Conduct,Compliance,16
2024,Coaching and Mentoring,Leadership,16
2025,Cybersecurity Basics,Technical,40
2026,Customer Service Excellence,Skill Development,32
2027,Conflict Resolution,Leadership,40
2028,Diversity and Inclusion,Compliance,32
2029,Financial Compliance,Compliance,60
2030,Leadership Essentials,Leadership,40
2031,Leadership Essentials,Leadership,60
2032,Financial Compliance,Compliance,60
2033,Workplace Safety,Compliance,2
2034,Communication Skills,Skill Development,8
2035,Communication Skills,Skill Development,2
2036,Negotiation Skills,Skill Development,4
2037,Project Management Software Training,Technical,60
2038,Customer Service Excellence,Skill Development,16
2039,Communication Skills,Skill Development,40
2040,Cybersecurity Basics,Technical,4
2041,Data Analysis with Python,Technical,60
2042,Conflict Resolution,Leadership,40
2043,Communication Skills,Skill Development,8
2044,Data Analysis with Python,Technical,8
2045,Emotional Intelligence,Leadership,4
2046,Code of Conduct,Compliance,16
2047,Financial Compliance,Compliance,2
2048,Customer Service Excellence,Skill Development,60
2049,Emotional Intelligence,Leadership,16
2050,Customer Service Excellence,Skill Development,4
2051,Coaching and Mentoring,Leadership,4
2052,Financial Compliance,Compliance,2
2053,Negotiation Skills,Skill Development,2
2054,Strategic Planning,Leadership,16
2055,Conflict Resolution,Leadership,60
2056,Financial Compliance,Compliance,60
2057,Cloud Computing Essentials,Technical,2
2058,SQL for Data Management,Technical,2
2059,Project Management Software Training,Technical,4
2060,Leadership Essentials,Leadership,40
2061,SQL for Data Management,Technical,32
2062,Diversity and Inclusion,Compliance,8
2063,Conflict Resolution,Leadership,40
2064,Negotiation Skills,Skill Development,2
2065,Cybersecurity Basics,Technical,2
2066,Workplace Safety,Compliance,40
2067,Coaching and Mentoring,Leadership,2
2068,Project Management Software Training,Technical,40
2069,Code of Conduct,Compliance,40
2070,Financial Compliance,Compliance,16
2071,Code of Conduct,Compliance,16
2072,Cloud Computing Essentials,Technical,8
2073,Data Analysis with Python,Technical,16
2074,Team Building,Leadership,2
2075,Anti-Harassment Training,Compliance,32
2076,Conflict Resolution,Leadership,16
2077,Data Privacy and Security,Compliance,32
2078,Leadership Essentials,Leadership,8
2079,Advanced Excel,Technical,4
2080,Strategic Planning,Leadership,8
2081,Time Management,Skill Development,60
2082,Problem Solving,Skill Development,4
2083,Coaching and Mentoring,Leadership,32
2084,Creative Thinking,Skill Development,4
2085,Time Management,Skill Development,4
2086,Cloud Computing Essentials,Technical,2
2087,Project Management Software Training,Technical,4
2088,Financial Compliance,Compliance,16
2089,Team Building,Leadership,2
2090,Conflict Resolution,Leadership,2
2091,Cybersecurity Basics,Technical,2
2092,SQL for Data Management,Technical,32
2093,Financial Compliance,Compliance,4
2094,Team Building,Leadership,60
2095,Communication Skills,Skill Development,16
2096,Code of Conduct,Compliance,4
2097,Cybersecurity Basics,Technical,16
2098,Advanced Excel,Technical,4
2099,Code of Conduct,Compliance,32
2100,Communication Skills,Skill Development,8
2101,Workplace Safety,Compliance,8
2102,Negotiation Skills,Skill Development,16
2103,Code of Conduct,Compliance,32
2104,Data Analysis with Python,Technical,8
2105,Emotional Intelligence,Leadership,4
2106,Cloud Computing Essentials,Technical,8
2107,Cloud Computing Essentials,Technical,16
2108,Creative Thinking,Skill Development,40
2109,Coaching and Mentoring,Leadership,2
2110,Data Analysis with Python,Technical,32
2111,Advanced Excel,Technical,60
2112,Coaching and Mentoring,Leadership,40
2113,Project Management Software Training,Technical,40
2114,Cybersecurity Basics,Technical,16
2115,Leadership Essentials,Leadership,2
2116,Code of Conduct,Compliance,16
2117,Data Privacy and Security,Compliance,8
2118,Negotiation Skills,Skill Development,40
2119,Emotional Intelligence,Leadership,2
2120,Leadership Essentials,Leadership,4
2121,Workplace Safety,Compliance,40
2122,Code of Conduct,Compliance,8
2123,Coaching and Mentoring,Leadership,8
2124,Emotional Intelligence,Leadership,60
2125,Customer Service Excellence,Skill Development,4
2126,Leadership Essentials,Leadership,2
2127,Creative Thinking,Skill Development,8
2128,Data Analysis with Python,Technical,32
2129,Code of Conduct,Compliance,40
2130,Cloud Computing Essentials,Technical,16
2131,Strategic Planning,Leadership,16
2132,Code of Conduct,Compliance,60
2133,Customer Service Excellence,Skill Development,40
2134,Cloud Computing Essentials,Technical,2
2135,Creative Thinking,Skill Development,4
2136,Conflict Resolution,Leadership,2
2137,Diversity and Inclusion,Compliance,8
2138,Advanced Excel,Technical,8
2139,Emotional Intelligence,Leadership,8
2140,Negotiation Skills,Skill Development,40
2141,Coaching and Mentoring,Leadership,60
2142,Data Privacy and Security,Compliance,4
2143,Diversity and Inclusion,Compliance,32
2144,Workplace Safety,Compliance,8
2145,Time Management,Skill Development,2
2146,Cybersecurity Basics,Technical,4
2147,Problem Solving,Skill Development,4
2148,Data Analysis with Python,Technical,2
2149,Communication Skills,Skill Development,32
2150,Creative Thinking,Skill Development,16
2151,Team Building,Leadership,32
2152,Cybersecurity Basics,Technical,4
2153,Leadership Essentials,Leadership,40
2154,Data Privacy and Security,Compliance,40
2155,Diversity and Inclusion,Compliance,16
2156,Strategic Planning,Leadership,2
2157,Team Building,Leadership,32
2158,Diversity and Inclusion,Compliance,40
2159,Project Management Software Training,Technical,16
2160,SQL for Data Management,Technical,32
2161,Diversity and Inclusion,Compliance,32
2162,Negotiation Skills,Skill Development,2
2163,Customer Service Excellence,Skill Development,2
2164,Leadership Essentials,Leadership,32
2165,Diversity and Inclusion,Compliance,40
2166,Code of Conduct,Compliance,40
2167,Financial Compliance,Compliance,2
2168,Diversity and Inclusion,Compliance,4
2169,Creative Thinking,Skill Development,4
2170,Cybersecurity Basics,Technical,32
2171,Cloud Computing Essentials,Technical,60
2172,Workplace Safety,Compliance,16
2173,Emotional Intelligence,Leadership,60
2174,Project Management Software Training,Technical,4
2175,Team Building,Leadership,16
2176,Financial Compliance,Compliance,32
2177,Strategic Planning,Leadership,32
2178,Negotiation Skills,Skill Development,32
2179,SQL for Data Management,Technical,4
2180,Advanced Excel,Technical,4
2181,Project Management Software Training,Technical,2
2182,Project Management Software Training,Technical,8
2183,Negotiation Skills,Skill Development,40
2184,Advanced Excel,Technical,32
2185,Code of Conduct,Compliance,40
2186,Negotiation Skills,Skill Development,8
2187,Team Building,Leadership,2
2188,Cloud Computing Essentials,Technical,8
2189,Financial Compliance,Compliance,60
2190,Leadership Essentials,Leadership,32
2191,Emotional Intelligence,Leadership,4
2192,Cloud Computing Essentials,Technical,60
2193,Team Building,Leadership,2
2194,Team Building,Leadership,4
2195,Advanced Excel,Technical,32
2196,Coaching and Mentoring,Leadership,2
2197,Leadership Essentials,Leadership,4
2198,Leadership Essentials,Leadership,60
2199,SQL for Data Management,Technical,16
2200,Data Privacy and Security,Compliance,32
2201,Advanced Excel,Technical,40
2202,Anti-Harassment Training,Compliance,2
2203,Coaching and Mentoring,Leadership,60
2204,Conflict Resolution,Leadership,32
2205,Cybersecurity Basics,Technical,8
2206,Code of Conduct,Compliance,8
2207,Communication Skills,Skill Development,4
2208,Negotiation Skills,Skill Development,16
2209,Data Analysis with Python,Technical,2
2210,Creative Thinking,Skill Development,16
2211,Cloud Computing Essentials,Technical,2
